Station code,water_bodies,Station name,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate-N (mg/L),Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Saprobity index,Diversity index,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia-N  (mg/L),Hardness (mg/L),Calcium (mg/L),Magnesium (mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),sodium %,SAR,Nitrate,Free Ammonia  (mg/L),P/R Ratio,Ammonia  (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Sodium %,District,RO,Faecal streptococci,% Sodium,Total Hardness as CaCO3(mg/L),Calcium Hardness as CaCo3(mg/L),Calcium as Ca+2(mg/L),Magnesium Hardness as CaCo3 (mg/L),Magnesium as Mg+2(mg/L),Conductivity (μs/cm),Ammonia,Calcium Carbonate as CaCO3,Magnesium Carbonate as CaCO3,Responsible Zonal Lab,Monitoring date,Submission Date,Sampling time,Use of Water in Downstream,Human activities,Major polluting,Visible Effluent,Weather,Depth (mtrs.),Floating matter,Colour,Odour,Flow (m3/Sec),District.1,Remarks,Unnamed: 58,Any Other,Classes,Unnamed: 42,Total coliform (MPN/100ml),Lead (Pb),Cadmium (Cd),Copper (Cu),Zinc (Zn),Total Chromium (T. Cr),Nickel (Ni),Iron (Fe),Free Ammonia (mg/L),Orthophosphate (mg/L),Arsenic,Lead,Cadmium,Copper,Zinc,Total Chromium,Nickel,Iron,Unnamed: 48,Cd(mg/l),Cu(mg/l),Pb(mg/l),T.Cr(mg/l),Ni (mg/l),Zn(mg/l),Fe(mg/l),Hg(mg/l),Mn(mg/l),Unnamed: 36,Unnamed: 37,Ammonia-N (mg/L),Total Hardness as CaCO3 (mg/L),Unnamed: 41,Unnamed: 43,Unnamed: 44,Unnamed: 45,Free Ammonia,Fecal streptococci,COD,Water Temp. (OC),Unnamed: 64,Unnamed: 56,Unnamed: 57,COD (mg/L).1,Unnamed: 38
4226,River Manjeera,River Manjeera at Yedu Payala Temple,7.3,7.19,853.0,2.2,,0.27,Less than 2,13,,,11.0,16,146.0,128.0,16.0,3,,241.64,44.0,18.0,37.0,46.0,486.0,349,17.0,,Less than 0.01,8.0,0.12,33.87,1.47,13,Less than 0.01,,,Not Analysed,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,
2372,River Kinneresani,Kinnerasani after confluence of KTPS ash pond effluents,5.2,8.04,496.0,4.0,,Not Analysed,Less than 2,22,,,12.0,Less than 1,175.0,38.0,20.0,Less than 1,,196.0,36.8,25.27,17.0,22.0,298.0,Not Analysed,16.0,,Less than 0.01,4.0,0.64,19.11,0.68,1.6,,,Not Analysed,0.18,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,
3080,River Kinneresani,U/s of Karakavagu at Paloncha,5.2,7.82,488.0,3.0,,Not Analysed,Less than 2,28,,,8.0,Less than 1,168.0,46.0,12.0,Less than 1,,192.0,41.6,21.38,22.0,28.0,310.0,Not Analysed,8.0,,Less than 0.01,2.0,Less than 0.01,23.73,0.88,1.46,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
3081,River Kinneresani,D/s of Karakavagu at Paloncha,5,7.65,546.0,3.0,,Not Analysed,Less than 2,32,,,12.0,Less than 1,186.0,52.0,16.0,Less than 1,,205.0,48.8,20.17,29.0,38.0,344.0,Not Analysed,10.0,,Less than 0.01,3.0,Less than 0.01,28.24,1.15,2.82,,,Not Analysed,0.1,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,
1784,River Krishna ,River Krishna at Thangadi,5.6,7.75,660.0,3.0,,Not Analysed,Less than 2,33,,,6.0,Less than 1,190.0,74.0,14.0,Less than 1,,215.0,56.0,18.22,22.0,47.0,395.0,Not Analysed,10.0,,Less than 0.01,2.0,Less than 0.01,31.86,1.39,0.7,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,
39,River Krishna ,River Krishna at Gadwal bridge,6.1,7.8,560.0,3.0,,Not Analysed,Less than 2,26,,,4.0,Less than 1,175.0,60.0,12.0,Less than 1,,205.0,48.0,20.66,26.0,38.0,340.0,Not Analysed,12.0,,Less than 0.01,3.0,Less than 0.01,28.24,1.15,0.5,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
4225,River Krishna ,"Jogulamba Temple, Gadwal",5.5,7.8,780.0,3.0,,Not Analysed,Less than 2,22,,,6.0,Less than 1,240.0,90.0,12.0,Less than 1,,265.0,58.0,29.16,32.0,62.0,480.0,Not Analysed,8.0,,Less than 0.01,2.0,Less than 0.01,33.37,1.65,0.72,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
4259,River Krishna ,Nagarjuna Sagar Dam Spill way,6.4,7.28,445.0,2.1,,0.27,Less than 2,20,,,5.0,12,62.0,58.0,10.0,1.9,,94.36,18.0,12.0,8.0,21.0,248.0,191,11.0,,Less than 0.01,4.0,0.32,31.32,0.94,5,Less than 0.01,,,Not Analysed,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,
4252,River Krishna ,"Udaya Samudram balancing Reservoir,",7.5,7.41,325.0,2.1,,0.24,Less than 2,25,,,11.0,Less than 1,46.0,36.0,11.0,1.1,,59.67,14.0,6.0,7.0,17.0,307.0,215,18.0,,Less than 0.01,3.0,0.35,36.66,0.95,6,Less than 0.01,,,Not Analysed,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
1465,River Krishna ,Confluence of River krishna & River musi at at wadapally,6.7,7.19,467.0,2.1,,0.32,Less than 2,27,,,13.0,16,72.0,60.0,14.0,2.6,,150.0,32.0,17.0,8.0,23.0,354.0,263,13.0,,Less than 0.01,5.0,0.37,24.13,0.81,6,Less than 0.01,,,Not Analysed,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,
4663,River Krishna ,"River Krishna at Mattepally, 500 mts. before bathing ghat",7.1,7.28,473.0,2.2,,0.21,Less than 2,17,,,14.0,8,60.0,52.0,18.0,3.4,,98.0,21.0,11.0,9.0,21.0,369.0,274,15.0,,Less than 0.01,3.0,0.38,30.88,0.92,5,Less than 0.01,,,Not Analysed,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,
1215,River Krishna ,River Munneru at Thummala cheruvu/Madannapet,5.6,7.92,418.0,3.0,,Not Analysed,Less than 2,26,,,12.0,BDL,122.0,49.0,20.0,Less than 1,,135.0,38.0,9.72,26.0,38.0,259.0,Not Analysed,10.0,,Less than 0.01,2.0,0.13,37.43,1.42,0.96,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,
4250,River Krishna ,"Palair Reservoir, Khammam",5.4,7.25,388.0,3.0,,Not Analysed,Less than 2,20,,,8.0,BDL,128.0,40.0,12.0,Less than 1,,142.0,38.4,11.18,26.0,30.0,246.0,Not Analysed,10.0,,Less than 0.01,4.0,Less than 0.01,30.63,1.09,0.81,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
4251,River Krishna ,"D/S of Munneru River, Prakash Nagar, Khammam",5,7.84,564.0,4.0,,Not Analysed,Less than 2,26,,,18.0,BDL,162.0,58.0,20.0,Less than 1,,175.0,32.0,23.09,38.0,48.0,358.0,Not Analysed,14.0,,Less than 0.01,4.0,0.46,36.53,1.57,1.92,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,
4253,River Musi,Musi sample at Bapughat sangam U/S of Musi,Less than  0.1,7.41,1643.0,33.0,,0.3,350,920,,,37.0,Less than 1,526.0,214.0,127.0,63,,392.0,98.0,36.0,88.0,132.0,1092.0,772,92.0,,Less than 0.01,32.0,Less than 0.01,39.69,2.89,11,0.24,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,
4656,River Musi,"River Musi at Moosarambagh bridge, Hyderabad",Less than  0.1,7.52,1317.0,66.0,,Less than 0.01,920,Greater than  1600,,,21.0,Less than 1,462.0,152.0,341.0,73,,308.0,82.0,25.0,85.0,106.0,921.0,662,102.0,,Less than 0.01,16.0,Less than 0.01,41.14,2.62,0.5,0.24,,,3.2,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0,
2339,River Musi,River Musi at Nagole,Less than  0.1,7.26,1322.0,43.0,,Less than 0.01,540,Greater than  1600,,,30.0,Less than 1,452.0,162.0,190.0,82,,332.0,75.0,35.0,70.0,102.0,906.0,596,110.0,,Less than 0.01,22.0,Less than 0.01,38.02,2.43,10,0.19,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,
4659,River Musi,"Outlet of Nalla Cheruvu, Peerajadiguda",Less than  0.1,7.34,1514.0,32.0,,Less than 0.01,350,1600,,,7.0,Less than 1,842.0,182.0,131.0,58,,424.0,98.0,44.0,13.0,96.0,1052.0,694,72.0,,Less than 0.01,26.0,Less than 0.01,31.13,2.02,3,0.2,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,
4660,River Musi,River Musi at Peerajadiguda,Less than  0.1,7.47,1430.0,29.0,,Less than 0.01,1600,Greater than  1600,,,27.0,Less than 1,448.0,146.0,122.0,78,,352.0,77.0,39.0,49.0,122.0,986.0,628,122.0,,0.03,17.0,Less than 0.01,41.31,2.82,6,0.21,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,
1173,River Musi,D/s. of Musi at Pratapasingaram,Less than  0.1,7.43,1351.0,28.0,,Less than 0.01,540,Greater than  1600,,,22.0,Less than 1,426.0,138.0,119.0,65,,339.0,78.0,35.0,72.0,98.0,926.0,641,96.0,,Less than 0.01,28.0,Less than 0.01,36.12,2.31,10,0.27,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,
4657,River Musi,River Musi at Pillapalli,Less than  0.1,7.72,1438.0,22.0,,0.52,430,1600,,,20.0,Less than 1,482.0,172.0,83.0,41,,372.0,64.0,52.0,60.0,129.0,1004.0,706,48.0,,0.01,16.0,Less than 0.01,41.39,2.89,15,0.16,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,
4254,River Musi,River Musi sample at Rudravelly bridge,6.5,7.05,1450.0,3.2,,0.24,Less than 2,46,,,9.0,32,238.0,204.0,36.0,6.8,,377.45,72.0,48.0,39.0,69.0,815.0,609,15.0,,Less than 0.01,11.0,0.21,27.57,1.54,18,Less than 0.01,,,Not Analysed,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,
4658,River Musi,"River Musi at Valigonda bridge, Nalgonda dist",6.7,7.09,1410.0,3.0,,0.22,Less than 2,63,,,15.0,28,226.0,214.0,34.0,6.4,,326.0,68.0,38.0,34.0,65.0,782.0,564,22.0,,Less than 0.01,10.0,0.22,29.29,1.56,15,Less than 0.01,,,Not Analysed,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,
3082,River Musi,River Musi at Solipet (Kasaniguda),6.1,7.14,1339.0,3.8,,0.34,Less than 2,43,,,11.0,20,204.0,184.0,40.0,7.6,,307.0,65.0,35.0,33.0,57.0,752.0,556,20.0,,Less than 0.01,9.0,0.19,27.92,1.41,14,Less than 0.01,,,Not Analysed,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,
1172,Lakes & Tanks ,U/s of Musi at Gandipet (Osmansagar lake),5.8,7.96,420.0,2.3,,Not Analysed,Less than 2,14,,,8.0,Less than 1,133.0,46.0,12.0,Less than 1,,150.0,30.0,18.22,18.0,29.0,260.0,Not Analysed,8.0,,Less than 0.01,2.0,Less than 0.01,29.11,1.03,Less than 0.1,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
1780,Lakes & Tanks ,Gandigudem Tank,6.6,7.22,2071.0,3.4,,0.33,Less than 2,38,,,17.0,28,304.0,264.0,41.0,7.7,,418.0,85.0,50.0,50.0,98.0,1154.0,842,32.0,,0.04,18.0,0.32,32.43,2.08,28,Less than 0.01,,,Not Analysed,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,
2358,Lakes & Tanks ,Mallapur tank,Less than 0.1,7.5,2097.0,36.0,,Not Analysed,32,430,,,28.0,Less than 1,485.0,275.0,238.0,4.6,,520.0,104.0,63.18,140.0,224.0,1322.0,Not Analysed,22.0,,0.41,12.0,1.31,47.48,4.26,14.6,,,Not Analysed,1.06,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,
2347,Lakes & Tanks ,Asani Kunta,Less than 0.1,7.36,5900.0,82.0,,0.58,Less than 2,280,,,218.0,36,1440.0,560.0,320.0,60.5,,1516.0,310.0,180.0,168.0,145.0,3398.0,2480,159.0,,0.45,49.0,0.39,16.56,1.61,38,Less than 0.01,,,Not Analysed,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,
1783,Lakes & Tanks ,Kistareddypet Tank,6.9,7.05,2923.0,3.6,,0.26,Less than 2,41,,,19.0,32,398.0,305.0,38.0,7.2,,589.65,124.0,68.0,74.0,112.0,1640.0,1165,21.0,,0.03,24.0,0.25,28.06,2.0,31,Less than 0.01,,,Not Analysed,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,
2348,Lakes & Tanks ,Khazipally Tank,6.8,6.71,2021.0,2.6,,0.29,Less than 2,31,,,13.0,24,280.0,248.0,24.0,4.5,,428.88,86.0,52.0,56.0,97.0,1148.0,839,15.0,,0.05,16.0,0.31,31.8,2.03,23,Less than 0.01,,,Not Analysed,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,
4302,Lakes & Tanks ,Rudraram Tank,5.6,7.14,1356.0,2.4,,0.18,Less than 2,14,,,17.0,20,224.0,180.0,16.0,3,,292.0,59.0,35.0,39.0,58.0,762.0,571,13.0,,0.03,17.0,0.15,28.58,1.47,16,Less than 0.01,,,Not Analysed,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,
4240,Lakes & Tanks ,"Muthangi Tank,",Dry in Condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,Lakes & Tanks ,"Chitkul Tank,",5.5,7.23,1345.0,3.0,,0.31,Less than 2,38,,,19.0,24,230.0,188.0,28.0,5.3,,350.99,68.0,44.0,27.0,57.0,756.0,559,13.0,,0.03,14.0,0.17,25.02,1.32,12,Less than 0.01,,,Not Analysed,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,
4242,Lakes & Tanks ,"Lakadaram Cheruvu,",5.3,7.05,1190.0,4.0,,0.37,Less than 2,41,,,16.0,16,202.0,142.0,36.0,6.8,,253.38,52.0,30.0,25.0,63.0,678.0,493,17.0,,0.04,9.0,0.21,33.94,1.72,9,Less than 0.01,,,Not Analysed,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,
4243,Lakes & Tanks ,"Isnapur Tank,",5.1,7.28,4920.0,6.5,,0.26,Less than 2,84,,,21.0,40,376.0,298.0,52.0,9.8,,544.97,116.0,62.0,51.0,104.0,2846.0,2021,41.0,,0.08,28.0,0.25,27.9,1.93,25,Less than 0.01,,,Not Analysed,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,
4246,Lakes & Tanks ,Pashamylaram Tank,RO-Sangareddy-I informed that Pashamylaram & Isnapur tanks both are same but called by different names.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Lakes & Tanks ,Himayathsagar lake,5.8,8.18,411.0,3.0,,Less than 0.01,33,440,,,8.0,Less than 1,138.0,42.0,30.0,Less than 1,,212.0,26.0,36.0,14.0,28.0,292.0,198,18.0,,Less than 0.01,8.0,0.13,21.27,0.83,4,Less than 0.01,,Less than 1,Less than 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,
3069,Lakes & Tanks ,"Shameerpet lake, Shameerpet",4.2,7.56,610.0,4.0,,Not Analysed,Less than 2,68,,,12.0,Less than 1,175.0,78.0,24.0,Less than 1,,180.0,46.0,15.79,32.0,64.0,390.0,Not Analysed,10.0,,Less than 0.01,2.0,0.69,43.14,2.07,0.48,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,
3078,Lakes & Tanks ,"Pragathinagar cheruvu, Kukatpally",Less than 0.1,7.3,1472.0,28.0,,Not Analysed,24,350,,,20.0,Less than 1,288.0,274.0,143.0,3.5,,340.0,80.0,34.02,85.0,193.0,920.0,Not Analysed,17.0,,0.22,6.0,0.83,54.56,4.54,11.48,,,Not Analysed,0.93,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,
2340,Lakes & Tanks ,Lakshminarayana cheruvu,Less than 0.1,7.76,1584.0,20.0,,Not Analysed,20,280,,,18.0,Less than 1,320.0,294.0,89.0,2.5,,395.0,78.0,48.6,85.0,192.0,1078.0,Not Analysed,17.0,,0.38,8.0,0.74,50.58,4.19,6.8,,,Not Analysed,0.94,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,
1788,Lakes & Tanks ,Saroornagar Lake,Less than 0.1,7.28,1472.0,38.0,,Not Analysed,26,350,,,26.0,Less than 1,340.0,198.0,104.0,4.8,,390.0,84.0,43.74,98.0,152.0,982.0,Not Analysed,22.0,,0.32,6.0,0.62,45.24,3.34,7.86,,,Not Analysed,1.67,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,
4234,Lakes & Tanks ,"Umda sagar lake, Shamshabad",Less than 0.1,8.04,1314.0,26.0,,Not Analysed,26,350,,,22.0,Less than 1,308.0,180.0,126.0,4.2,,395.0,76.0,49.81,82.0,114.0,820.0,Not Analysed,22.0,,0.32,6.0,0.82,37.95,2.49,12.86,,,Not Analysed,1.24,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,
1464,Lakes & Tanks ,Bibinagar Tank,7.2,6.82,443.0,3.0,,0.31,4,47,,,11.0,8,84.0,58.0,29.0,5.5,,125.82,24.0,16.0,14.0,18.0,252.0,184,18.0,,Less than 0.01,4.0,0.35,22.89,0.7,6,Less than 0.01,,,Not Analysed,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,
3068,Lakes & Tanks ,Ramappa lake,6.4,7.81,242.0,2.3,,Not Analysed,Less than 2,17,,,4.0,Less than 1,80.0,27.0,8.0,Less than 1,,85.0,20.0,8.5,8.0,18.0,154.0,Not Analysed,8.0,,Less than 0.01,2.0,Less than 0.01,30.78,0.85,BDL,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,
1447,Lakes & Tanks ,Dharmasagar tank,5.6,8.37,393.0,3.0,,Not Analysed,Less than 2,20,,,5.0,6,120.0,46.0,16.0,Less than 1,,130.0,28.8,14.09,18.0,33.0,248.0,Not Analysed,6.0,,Less than 0.01,4.0,0.62,34.56,1.25,0.64,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,
2346,Lakes & Tanks ,Bhadrakali tank,6,7.49,458.0,3.0,,Not Analysed,Less than 2,11,,,12.0,Less than 1,175.0,32.0,18.0,Less than 1,,180.0,42.0,18.22,19.0,30.0,280.0,Not Analysed,8.0,,Less than 0.01,2.0,Less than 0.01,26.22,0.97,0.52,,,Not Analysed,Less than 0.01,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,
3084,Lakes & Tanks ,"Waddepally tank, Kazipet",4.8,8.12,588.0,4.0,,Not Analysed,Less than 2,22,,,6.0,Less than 1,152.0,72.0,20.0,Less than 1,,192.0,34.4,25.76,38.0,46.0,358.0,Not Analysed,6.0,,Less than 0.01,3.0,0.48,33.65,1.44,0.48,,,Not Analysed,0.12,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,
3085,Lakes & Tanks ,Chinnawaddepally tank,Less than 0.1,7.65,1380.0,20.0,,Not Analysed,22,430,,,22.0,Less than 1,280.0,192.0,144.0,4.6,,240.0,48.0,29.16,52.0,122.0,650.0,Not Analysed,22.0,,0.28,8.0,0.88,51.3,3.41,4.68,,,Not Analysed,3.4,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,
2343,Lakes & Tanks ,Premajipet tank,Less than 0.1,7.94,3680.0,52.0,,Not Analysed,32,520,,,18.0,Less than 1,520.0,780.0,259.0,8.6,,710.0,146.0,83.83,197.0,514.0,2426.0,Not Analysed,24.0,,0.41,6.0,0.64,60.75,8.36,18.8,,,Not Analysed,2.82,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,
2345,Lakes & Tanks ,Sai Cheruvu,Less than 0.1,7.81,6570.0,128.0,,Not Analysed,32,520,,,32.0,Less than 1,740.0,1372.0,346.0,8.2,,965.0,184.0,122.72,650.0,1064.0,4210.0,Not Analysed,28.0,,0.32,69.0,0.82,68.58,14.84,10.2,,,Not Analysed,3.8,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,
4222,Lakes & Tanks ,"Koneru, Kondagattu temple, Jagitiyal",2.2,7.22,1122.0,8.0,,Not Analysed,11,288,,,8.0,Less than 1,280.0,164.0,34.0,Less than 1,,295.0,72.0,27.95,88.0,142.0,740.0,Not Analysed,18.0,,Less than 0.01,5.0,0.52,50.48,3.59,3.2,,,Not Analysed,2.92,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,
4223,Lakes & Tanks ,"Vemulawada temple Koneru , Karimnagar",2.4,7.81,1041.0,6.0,,Not Analysed,20,430,,,14.0,Less than 1,275.0,148.0,53.0,Less than 1,,305.0,74.0,29.16,76.0,118.0,628.0,Not Analysed,16.0,,Less than 0.01,4.2,0.86,45.13,2.93,4.2,,,Not Analysed,0.6,Not Analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,
