Station code,water_bodies,Station name,District,DO (mg/L),pH,Conductivity (mS/cm),BOD (mg/L),Nitrate,Nitrite-N (mg/L),Fecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Faecal streptococci,Saprobity index,Diversity index,P/R Ratio,Turbidity (NTU),Phen-Alk. (mg/L),Total Alk. (mg/L),Chloride (mg/L),COD (mg/L),TKN (mg/L),Ammonia,Free Ammonia  (mg/L),Hardness (mg/L),Calcium Hardness as CaCo3(mg/L),Calcium as Ca+2(mg/L),Magnesium Hardness as CaCo3 (mg/L),Magnesium as Mg+2(mg/L),Sulphate (mg/L),Sodium (mg/L),TDS (mg/L),TFS (mg/L),TSS (mg/L),Total Phosphate (mg/L),Ortho Phosphate (mg/L),Boron (mg/L),Potassium (mg/L),Fluoride (mg/L),% Sodium,SAR,Arsenic,Cadmium,Copper,Lead,Total Chromium,Nickel,Zinc,Iron
2343,Lakes  & Tanks,Premajipet tank,RR-shamshabad,0.3,7.56,2888,18,10.2,N.A,27,540,14,,,,20,5,720,485,197,12.32,3.94,0.09,735,478,191.2,257,62.45,272,,1720,,33,3.28,N.A,0.5,,1.1,,,,0.02,0.03,0.1,0.06,0.1,0.03,0.06
2345,Lakes  & Tanks,Sai Cheruvu,Warangal Urban,0.3,8.05,5480,16,6.2,N.A,Less than 1.8,350,Less than 1.8,,,,8,5,1400,1607,206,6.72,1.64,0.13,1425,862,344.8,563,136.81,1068,,3398,,10,1.89,N.A,0.5,,0.38,,,,0.02,0.03,0.1,0.06,0.1,0.22,0.47
4222,Lakes  & Tanks,"Koneru, Kondagattu temple, Jagitiyal",Jagityal,Dried up .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,Lakes  & Tanks,"Vemulawada temple Koneru , Karimnagar",Siricilla,Dried up .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,Lakes  & Tanks,"Pedda Cheruvu/Ibrahim Cheruvu, Rajendra Nagar",RR-shamshabad,0.3,7.89,2100,8.4,7.4,N.A,17,540,17,,,,11,5,535,278,83,5.6,1.52,0.09,548,334.0,133.6,214,52.0,172,,1286,,19,2.82,N.A,0.5,,0.89,,,,0.02,0.03,0.1,0.06,0.1,0.02,0.06
4230,Lakes  & Tanks,Kistaipally Cheruvu,Sangareddy,5.3,7.66,5100,10,12,0.22,6.8,94,5.6,5,0.57,,24,28,612,528,92,17,0.4,0.01,1170,560,224,609.05,148,152,142,2870,2069,22,,0.16,0.5,32,0.37,20.4,1.81,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.12
4231,Lakes  & Tanks,"Rayam Cheruvu,",Sangareddy,5.4,7.68,1650,5,6,0.21,6,41,3.6,6.4,0.62,,29,32,288,178,61,11.8,0.4,0.01,450.34,220,88,230.45,56,45,59,936,677,16,,0.14,0.5,7,0.36,21.9,1.21,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.14
4232,Lakes  & Tanks,"Komati Cheruvu,",Siddipet,5.7,7.31,894,3.5,7,0.09,5.5,63,4,6.8,0.68,,18,20,196,128,32,6.1,0.4,0.01,316,150,60,164.61,40,21,37,510,369,14,,0.11,0.5,5,0.39,20.11,0.91,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.1
4235,Lakes  & Tanks,Lake Kamuni (Shamshabad Lake),RR-shamshabad,3.9,7.4,1226,3,6.2,N.A,33,540,10,,,,11,5,295,136,36,5.6,1.94,0.04,310,186,74.4,124,30.13,82,,760,,14,2.52,N.A,0.5,,1.06,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.06
4233,Lakes  & Tanks,"Gaddapotharam cheruvu,",Sangareddy,5.1,6.95,4782,18,12,0.27,13,140,9.2,4.6,0.51,,37,40,692,568,115,21,0.4,0.01,1240,575,230,666.67,162,116,153,2688,1938,16,,0.25,0.5,38,0.41,20.57,1.89,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.14
4238,Lakes  & Tanks,"Ameenpur Cheruvu,",Sangareddy,5.3,7.43,1463,5.5,9,0.21,14,84,8.3,5.8,0.54,,17,24,324,180,69,13,0.4,0.01,500.02,245,98,255.14,62,39,47,820,592,11,,0.19,0.5,14,0.52,16.53,0.92,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.2
4239,Lakes  & Tanks,"Mahaboobsagar Tank,",Sangareddy,5.6,7.53,1256,4,5,0.14,9.2,110,6.8,5.1,0.56,,14,12,244,140,40,7.8,0.4,0.01,368,185,74,181.07,44,27,43,712,517,10,,0.12,0.5,9,0.43,19.91,0.98,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.1
4244,Lakes  & Tanks,"Erdanoor Tank,",Sangareddy,5.9,7.9,1844,3,7,0.11,12,58,8.2,5.5,0.52,,10,16,236,174,34,6.7,0.4,0.01,412,205,82,205.76,50,35,48,1040,751,12,,0.16,0.5,7,0.39,19.98,1.03,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
4245,Lakes  & Tanks,"Mallepally Tank,",Sangareddy,Not collected due to low level of water observed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,
4247,Lakes  & Tanks,"Mucharla Nagaram cheruvu, Warangal",Warangal Urban,4.1,7.68,504,1.8,4.86,N.A,27,280,Less than 1.8,,,,8,5,130,42,24,3.36,0.67,0.02,140,78,31.2,62,15.07,28,,312,,16,0.84,N.A,0.5,,0.86,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.2
4248,Lakes  & Tanks,"Koti Cheruvu, Hanamkonda, Warangal",Warangal Urban,3,8.5,1058,2,3.02,N.A,14,540,2,,,,12,15,260,145,51,3.36,0.49,0.09,270,168,67.2,102,24.79,82,,656,,18,1.65,N.A,0.5,,0.42,,,,0.02,0.03,0.1,0.06,0.1,0.07,0.07
4229,Lakes  & Tanks,Neknampur Lake,RR-shamshabad,2.1,7.84,2040,3,10.2,N.A,21,430,9.3,,,,12,5,520,264,48,6.72,3.24,0.17,536,334.0,133.6,202,49.09,158,,1220,,18,3.84,N.A,0.5,,1.08,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.08
4249,Lakes  & Tanks,"Rangasamudram, Warangal",Warangal Urban,0.3,7.44,1224,6,10.2,N.A,13,350,4,,,,10,5,280,172,67,4.48,1.49,0.03,295,185,74,110,26.73,92,,746,,21,1.06,N.A,0.5,,0.88,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.06
4661,Lakes  & Tanks,Peddakanjarla Tank,Sangareddy,Not collected due to low level of water observed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,Lakes  & Tanks,Ismailkhanpet Tank,Sangareddy,Not collected due to low level of water observed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,Lakes  & Tanks,"Bairamalaguda Cheruvu, Medchal-Malkajigiri District.",Rangareddy,3.2,7.19,1277,2.8,6.62,N.A,25,430,10,,,,14,5,330,148,40,4.48,0.99,0.02,342,216,86.4,126,30.62,88,,778,,23,3.56,N.A,0.5,,0.92,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.17
4675,Lakes  & Tanks,"Lotus pond, Hakimpet (V), Shaik pet (new mandal)",Hyderabad,4,8.15,737,2,2.26,N.A,26,540,Less than 1.8,,,,12,5,190,100,24,2.24,0.4,0.03,200,126.0,50.4,74,17.98,58,,470,,18,0.86,N.A,0.5,,0.56,,,,0.02,0.03,0.1,0.06,0.1,0.05,0.16
4680,Lakes  & Tanks,Laknavaram lake,Mulugu,6.2,8.54,368,1.2,0.38,N.A,Less than 1.8,49,Less than 1.8,,,,14,10,95,34,16,1.5,0.4,0.08,105,64,25.6,41,9.96,20,,221,,19,0.2,N.A,0.5,,0.56,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.24
4681,Lakes  & Tanks,Pakala lake Narsampet,Warangal Rural,6,8.35,148,1,0.42,N.A,2,27,Less than 1.8,,,,14,10,40,15,5,1.5,0.4,0.05,45,26,10.4,19,4.62,10,,95,,12,0.2,N.A,0.5,,0.2,,,,0.02,0.03,0.1,0.06,0.1,0.04,0.07
4682,Lakes  & Tanks,Bandham Cheruvu,Warangal,0.3,7.9,1602,6,1.2,N.A,Less than 1.8,110,Less than 1.8,,,,18,5,380,203,67,4.48,1.65,0.09,395,240,96,155,37.66,92,,962,,22,1.56,N.A,0.5,,0.58,,,,0.02,0.03,0.1,0.06,0.1,0.11,0.28
4688,Lakes  & Tanks,"Narinja River, Kothur - B (V), Zaheerabad",Sangareddy,6.3,7.84,901,3,5,0.13,7.8,31,5.5,6.8,0.67,,17,8,196,114,27,5.6,0.4,0.01,296,150,60,148.15,36,16,35,506,366,14,,0.14,0.5,4,0.37,20.13,0.88,0.01,0.02,0.03,0.1,0.06,0.1,0.01,0.06
1391,Lakes  & Tanks,Hussain sagar Lake,Hyderabad,0.3,7.65,1566,8,20.8,N.A,280,920,26,,,,21,5,390,193,87,5.6,1.98,0.05,405,234,93.6,171,41.55,82,,970,,92,2.48,N.A,0.5,,1.08,,,,0.02,0.03,0.1,0.06,0.1,0.02,0.06
3071,Lakes  & Tanks,Langarhouse lake,Hyderabad,0.3,7.42,1526,12,8.6,N.A,43,540,Less than 1.8,,,,32,5,460,188,122,5.6,1.7,0.03,480,292,116.8,188,45.68,80,,946,,144,2.68,N.A,0.5,,1.1,,,,0.02,0.03,0.1,0.06,0.1,0.06,0.1
2341,Lakes  & Tanks,Miralam tank,Hyderabad,0.3,7.18,1407,8,6.8,N.A,21,350,Less than 1.8,,,,12,5,380,193,79,4.48,0.92,0.01,400,236,94.4,164,39.85,92,,844,,18,2.16,N.A,0.5,,1,,,,0.02,0.03,0.1,0.06,0.1,0.07,0.19
3073,Lakes  & Tanks,"Hasmathpet lake, Hasmathpet",Medchal Malkajgiri,0.3,7.92,1210,8,6.4,N.A,46,430,17,,,,16,5,335,169,83,5.6,1.95,0.09,345,202.0,80.8,143,34.75,72,,752,,22,2.06,N.A,0.5,,0.98,,,,0.02,0.03,0.1,0.06,0.1,0.11,0.51
3072,Lakes  & Tanks,Safilguda lake,Medchal Malkajgiri,0.3,7.37,1836,10,2.26,N.A,27,540,4,,,,40,5,485,218,118,7.84,3.22,0.59,510,324.0,129.6,186,45.2,162,,1138,,112,3.36,N.A,0.5,,0.96,,,,0.02,0.03,0.1,0.06,0.1,0.06,0.17
3075,Lakes  & Tanks,Rangadhamuni cheruvu,Medchal Malkajgiri,0.3,7.2,1422,7,4.7,N.A,33,540,6,,,,14,5,360,179,75,5.6,2.49,0.03,380,220,88,160.0,38.88,78,,910,,21,2.46,N.A,0.5,,0.92,,,,0.02,0.03,0.1,0.06,0.1,0.09,0.08
3076,Lakes  & Tanks,"Amber cheruvu, Kukatpally",Medchal Malkajgiri,0.3,7.15,1684,20,3.8,N.A,27,430,4,,,,16,5,365,208,232,8.96,4.01,0.04,382,226,90.4,156,37.91,88,,1112,,56,2.82,N.A,0.5,,0.98,,,,0.02,0.03,0.1,0.06,0.1,0.02,0.06
